"","publishstate","country","region","year","gho","value","unregion"
"602","Published","Kazakhstan","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"603","Published","Kazakhstan","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"604","Published","Kazakhstan","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"605","Published","Kazakhstan","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"606","Published","Kazakhstan","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"607","Published","Kazakhstan","Europe",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"608","Published","Kazakhstan","Europe",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"609","Published","Kenya","Africa",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",43.7,NA
"610","Published","Kyrgyzstan","Europe",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.5,NA
"611","Published","Lithuania","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.5,NA
"612","Published","Lithuania","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.2,NA
"613","Published","Lithuania","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.5,NA
"614","Published","Lithuania","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"615","Published","Lithuania","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"616","Published","Lithuania","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"617","Published","Lithuania","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,NA
"618","Published","Lithuania","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"619","Published","Luxembourg","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"620","Published","Luxembourg","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"621","Published","Luxembourg","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"622","Published","Luxembourg","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"623","Published","Luxembourg","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"624","Published","Luxembourg","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"625","Published","Luxembourg","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"626","Published","Luxembourg","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"627","Published","Luxembourg","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"628","Published","Luxembourg","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"629","Published","Luxembourg","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"630","Published","Kiribati","Western Pacific",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.9,NA
"631","Published","Republic of Korea","Western Pacific",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"632","Published","Republic of Korea","Western Pacific",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"633","Published","Republic of Korea","Western Pacific",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"634","Published","Republic of Korea","Western Pacific",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"635","Published","Lao People's Democratic Republic","Western Pacific",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",33.8,NA
"636","Published","Lao People's Democratic Republic","Western Pacific",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",27,NA
"637","Published","Lao People's Democratic Republic","Western Pacific",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",22.7,NA
"638","Published","Lebanon","Eastern Mediterranean",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"639","Published","Liberia","Africa",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",68.6,NA
"640","Published","Liberia","Africa",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",38.6,NA
"641","Published","Liberia","Africa",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",40.9,NA
"642","Published","Saint Lucia","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.7,NA
"643","Published","Sri Lanka","South-East Asia",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.3,NA
"644","Published","Sri Lanka","South-East Asia",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.8,NA
"645","Published","Sri Lanka","South-East Asia",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.4,NA
"646","Published","Sri Lanka","South-East Asia",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.9,NA
"647","Published","Sri Lanka","South-East Asia",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,NA
"648","Published","Lesotho","Africa",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",61.3,NA
"649","Published","Lesotho","Africa",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",59.7,NA
"650","Published","Lithuania","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.7,NA
"651","Published","Lithuania","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.7,NA
"652","Published","Lithuania","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.5,NA
"653","Published","Lithuania","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,NA
"654","Published","Luxembourg","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"655","Published","Luxembourg","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"656","Published","Republic of Moldova","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"657","Published","Republic of Moldova","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"658","Published","Republic of Moldova","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
"659","Published","Republic of Moldova","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
"660","Published","Republic of Moldova","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
